id,title,category,nutrition,ayurveda,notes,content
dry-giant-beans-(सूखे-जायंट-बीन्स),Dry Giant Beans (सूखे जायंट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '335.0', 'protein': '21.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Large-sized legumes.,"Dry Giant Beans (सूखे जायंट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 335.0
- Protein: 21.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Large-sized legumes."
boiled-giant-beans-(उबले-जायंट-बीन्स),Boiled Giant Beans (उबले जायंट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '135.0', 'protein': '7.5', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Soft and digestible.,"Boiled Giant Beans (उबले जायंट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 135.0
- Protein: 7.5
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Soft and digestible."
dry-pink-lentils-(सूखी-गुलाबी-दाल),Dry Pink Lentils (सूखी गुलाबी दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '350.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High iron content.,"Dry Pink Lentils (सूखी गुलाबी दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 350.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High iron content."
boiled-pink-lentils-(उबली-गुलाबी-दाल),Boiled Pink Lentils (उबली गुलाबी दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '116.0', 'protein': '9.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Light and healthy.,"Boiled Pink Lentils (उबली गुलाबी दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 116.0
- Protein: 9.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Light and healthy."
dry-white-chori-beans-(सूखी-सफेद-चूरी),Dry White Chori Beans (सूखी सफेद चूरी),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '23.0', 'carbs': '61.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for varied dishes.,"Dry White Chori Beans (सूखी सफेद चूरी) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 23.0
- Carbohydrates: 61.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for varied dishes."
boiled-white-chori-beans-(उबली-सफेद-चूरी),Boiled White Chori Beans (उबली सफेद चूरी),"Cereals,Pulses,Lentils & Legumes","{'calories': '118.0', 'protein': '7.2', 'carbs': '19.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easily digestible.,"Boiled White Chori Beans (उबली सफेद चूरी) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 118.0
- Protein: 7.2
- Carbohydrates: 19.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easily digestible."
dry-lima-beans-(सूखी-लीमा-बीन्स),Dry Lima Beans (सूखी लीमा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '21.4', 'carbs': '63.4', 'fats': '0.7'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High folate content.,"Dry Lima Beans (सूखी लीमा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 21.4
- Carbohydrates: 63.4
- Fats: 0.7

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High folate content."
boiled-lima-beans-(उबली-लीमा-बीन्स),Boiled Lima Beans (उबली लीमा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '134.0', 'protein': '7.8', 'carbs': '23.0', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Good digestion.,"Boiled Lima Beans (उबली लीमा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 134.0
- Protein: 7.8
- Carbohydrates: 23.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Good digestion."
dry-roman-lentils-(सूखी-रोमन-दाल),Dry Roman Lentils (सूखी रोमन दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '349.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Nutrient rich.,"Dry Roman Lentils (सूखी रोमन दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 349.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Nutrient rich."
boiled-roman-lentils-(उबली-रोमन-दाल),Boiled Roman Lentils (उबली रोमन दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '115.0', 'protein': '9.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light food.,"Boiled Roman Lentils (उबली रोमन दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 115.0
- Protein: 9.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light food."
dry-broad-field-beans-(सूखी-चौड़ी-फील्ड-बीन्स),Dry Broad Field Beans (सूखी चौड़ी फील्ड बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '341.0', 'protein': '21.0', 'carbs': '58.0', 'fats': '1.6'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High fiber.,"Dry Broad Field Beans (सूखी चौड़ी फील्ड बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 341.0
- Protein: 21.0
- Carbohydrates: 58.0
- Fats: 1.6

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High fiber."
boiled-broad-field-beans-(उबली-चौड़ी-फील्ड-बीन्स),Boiled Broad Field Beans (उबली चौड़ी फील्ड बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '137.0', 'protein': '8.0', 'carbs': '22.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Digestible.,"Boiled Broad Field Beans (उबली चौड़ी फील्ड बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 137.0
- Protein: 8.0
- Carbohydrates: 22.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Digestible."
dry-pigeon-peas-(सूखा-अरहर),Dry Pigeon Peas (सूखा अरहर),"Cereals,Pulses,Lentils & Legumes","{'calories': '343.0', 'protein': '22.0', 'carbs': '57.0', 'fats': '1.7'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",High fiber dal.,"Dry Pigeon Peas (सूखा अरहर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 343.0
- Protein: 22.0
- Carbohydrates: 57.0
- Fats: 1.7

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: High fiber dal."
cooked-pigeon-peas-(पका-अरहर),Cooked Pigeon Peas (पका अरहर),"Cereals,Pulses,Lentils & Legumes","{'calories': '125.0', 'protein': '8.9', 'carbs': '20.0', 'fats': '0.5'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light digestion.,"Cooked Pigeon Peas (पका अरहर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 125.0
- Protein: 8.9
- Carbohydrates: 20.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light digestion."
dry-kidney-peas-(सूखे-किडनी-मटर),Dry Kidney Peas (सूखे किडनी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '21.5', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in minerals.,"Dry Kidney Peas (सूखे किडनी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 21.5
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in minerals."
boiled-kidney-peas-(उबले-किडनी-मटर),Boiled Kidney Peas (उबले किडनी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '7.8', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Good for digestion.,"Boiled Kidney Peas (उबले किडनी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 7.8
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Good for digestion."
dry-bengal-gram-flour-(सूखा-चना-आटा),Dry Bengal Gram Flour (सूखा चना आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '387.0', 'protein': '22.0', 'carbs': '57.0', 'fats': '6.6'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Used in sweets and snacks.,"Dry Bengal Gram Flour (सूखा चना आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 387.0
- Protein: 22.0
- Carbohydrates: 57.0
- Fats: 6.6

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Used in sweets and snacks."
boiled-bengal-gram-flour-mix-(उबला-बेसन-मिश्रण),Boiled Bengal Gram Flour Mix (उबला बेसन मिश्रण),"Cereals,Pulses,Lentils & Legumes","{'calories': '150.0', 'protein': '7.0', 'carbs': '22.0', 'fats': '3.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Lighter digestion.,"Boiled Bengal Gram Flour Mix (उबला बेसन मिश्रण) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 150.0
- Protein: 7.0
- Carbohydrates: 22.0
- Fats: 3.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Lighter digestion."
dry-red-gram-flour-(सूखा-अरहर-आटा),Dry Red Gram Flour (सूखा अरहर आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '356.0', 'protein': '20.0', 'carbs': '58.0', 'fats': '2.5'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Good for protein.,"Dry Red Gram Flour (सूखा अरहर आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 356.0
- Protein: 20.0
- Carbohydrates: 58.0
- Fats: 2.5

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Good for protein."
boiled-red-gram-flour-mix-(उबला-अरहर-आटा-मिश्रण),Boiled Red Gram Flour Mix (उबला अरहर आटा मिश्रण),"Cereals,Pulses,Lentils & Legumes","{'calories': '147.0', 'protein': '8.0', 'carbs': '23.0', 'fats': '1.0'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light.,"Boiled Red Gram Flour Mix (उबला अरहर आटा मिश्रण) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 147.0
- Protein: 8.0
- Carbohydrates: 23.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light."
